title,base_price,os_support,discount,release,genres,dlc,developer,publisher,features,total_review,storage,metacritic,sum_rating
Metro 2033 Redux,135999,"win, mac, linux",,"27 Aug, 2014",Action,no,4A Games,Deep Silver,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud",63058,10.0,,Overwhelmingly Positive
Animalia Survival,108999,win,,"9 Sep, 2021","Action, Adventure, Indie, Massively Multiplayer, Simulation, Strategy, Early Access",no,High Brazil Studio,High Brazil Studio,"Single-player, MMO",1557,8.0,,Mixed
Sixtar Gate: STARTRAIL,119999,win,,"6 Nov, 2021","Action, Casual, Indie, Early Access",no,"Lyrebird Studio, Starlike Inc.","CFK Co., Ltd.","Single-player, Online Co-op, Steam Achievements",937,3.0,,Very Positive
SMASH LEGENDS,0,win,,"12 Apr, 2021","Action, Casual, Free to Play",no,5minlab Corp.,5minlab Corp.,"Online PvP, Online Co-op, Cross-Platform Multiplayer, In-App Purchases, Partial Controller Support",6229,2.0,,Mostly Positive
CardLife: Creative Survival,0,win,-30%,"28 Feb, 2019","Action, Adventure, Indie, Massively Multiplayer, RPG",no,Freejam,Freejam,"Single-player, MMO, Online PvP, Online Co-op",2102,6.0,,Mixed
Rising Storm 2: Vietnam,169999,win,,"30 May, 2017","Action, Massively Multiplayer, Simulation, Strategy",no,"Antimatter Games, Tripwire Interactive",Tripwire Interactive,"Online PvP, Steam Achievements, Steam Trading Cards, Steam Workshop, In-App Purchases, Stats, Includes level editor",36512,60.0,81,Very Positive
FINAL FANTASY IV,239000,win,,"8 Sep, 2021",RPG,no,Square Enix,Square Enix,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud",1532,1.0,,Very Positive
Stronghold Crusader HD,89999,win,,"21 Oct, 2013","Simulation, Strategy",no,FireFly Studios,FireFly Studios,"Single-player, Online PvP, Steam Trading Cards, Steam Cloud, Includes level editor",12875,,78,Overwhelmingly Positive
Death From Above,90999,win,,"25 May, 2023","Action, Simulation, Early Access",no,Rockodile,Rockodile,"Single-player, Steam Achievements, Full controller support, Steam Leaderboards",96,7.0,,Very Positive
Return to Monkey Island,206999,"win, mac, linux",,"19 Sep, 2022","Adventure, Casual",no,Terrible Toybox,Devolver Digital,"Single-player, Steam Achievements, Full controller support, Steam Cloud",6905,4.0,,Mostly Positive
Kingdom Rush Vengeance - Tower Defense,108999,"win, mac",,"15 Oct, 2020",Strategy,no,Ironhide Game Studio,Ironhide Game Studio,"Single-player, Steam Achievements, Steam Cloud, Remote Play on Tablet",6086,,,Very Positive
Rail Route,165999,"win, mac, linux",,"23 Jun, 2021","Casual, Indie, Simulation, Early Access",no,Bitrich.info,Bitrich.info,"Single-player, Steam Achievements, Steam Workshop, Partial Controller Support, Steam Cloud, Steam Leaderboards, Includes level editor",1059,1.0,,Very Positive
My Dream Setup,56499,"win, mac",,"20 Feb, 2023","Casual, Indie, Simulation",no,Campfire Studio,Campfire Studio,"Single-player, Steam Achievements, Steam Workshop",797,3.0,,Very Positive
Ember Knights,130999,win,,"20 Apr, 2022","Action, Adventure, RPG, Early Access",no,Doom Turtle,Twin Sails Interactive,"Single-player, Online Co-op, Shared/Split Screen Co-op, Full controller support, Remote Play Together",1980,1.0,,Very Positive
Craft The World,159999,"win, mac",,"24 Nov, 2014","Indie, RPG, Simulation, Strategy",no,Dekovir Entertainment,Dekovir Entertainment,"Single-player, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor",12195,0.2,,Very Positive
This Land Is My Land,245999,win,,"20 Oct, 2021","Action, Indie, RPG, Simulation",no,Game-Labs,Game-Labs,"Single-player, Partial Controller Support",3478,12.0,,Mixed
Idle Skilling,0,win,,"15 Sep, 2022","Casual, Free to Play, Indie, Simulation",no,Lavaflame2,Lavaflame2,"Single-player, In-App Purchases, Steam Cloud",1645,,,Mixed
Project Hospital,200000,"win, mac, linux",,"30 Oct, 2018","Indie, Simulation, Strategy",no,Oxymoron Games,Oxymoron Games,"Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats",5894,1.0,75,Very Positive
Home Behind 2,108999,"win, mac, linux",,"16 Feb, 2022","Adventure, Indie, RPG, Simulation, Strategy",no,TPP Studio,TPP Studio,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Remote Play on Tablet",5862,,,Very Positive
Beard Blade,0,win,-50%,"20 Jul, 2021","Action, Indie",no,Glovebox Games LLC,Glovebox Games LLC,"Single-player, Full controller support",93,0.09,,Very Positive
Idling to Rule the Gods,0,"win, mac, linux",,"27 May, 2016","Casual, Free to Play, Indie, Simulation, Strategy",no,Shugasu GmbH,Shugasu GmbH,"Single-player, Steam Achievements, Steam Trading Cards, In-App Purchases, Steam Leaderboards",1479,,,Very Positive
VA-11 Hall-A: Cyberpunk Bartender Action,95999,"win, linux",,"21 Jun, 2016","Adventure, Indie, Simulation",no,Sukeban Games,AGM PLAYISM,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet",27514,0.25,77,Overwhelmingly Positive
ULTIMATE MARVEL VS. CAPCOM 3,199999,win,,"6 Mar, 2017",Action,no,"CAPCOM CO., LTD.","CAPCOM CO., LTD.","Single-player, Online PvP, Shared/Split Screen PvP, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Remote Play on TV, Remote Play Together",3952,4.0,,Very Positive
Gedonia,0,win,-33%,"14 Oct, 2022",RPG,no,Kazakov Oleg,Kazakov Oleg,"Single-player, Steam Achievements, Full controller support, Steam Workshop, Steam Cloud",2510,3.0,,Very Positive
7 Billion Humans,95999,"win, mac, linux",,"23 Aug, 2018","Indie, Simulation",no,Tomorrow Corporation,Tomorrow Corporation,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud",1375,,,Very Positive
ISLANDERS,0,"win, mac",-25%,"4 Apr, 2019","Casual, Indie, Strategy",no,"Coatsink, GrizzlyGames, Stage Clear Studios",Coatsink,"Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards",14215,,82,Mostly Positive
Parkitect,139999,"win, mac, linux",,"29 Nov, 2018","Casual, Indie, Simulation, Strategy",no,Texel Raptor,Texel Raptor,"Single-player, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats, Includes level editor",5357,2.0,83,Very Positive
Hello Neighbor VR: Search and Rescue,245999,win,,"25 May, 2023","Adventure, Indie",no,Steel Wool Studios,Hello Neighbor,"Single-player, Steam Achievements, Tracked Controller Support, VR Only",68,,,Mixed
EverQuest II,0,win,,"7 Dec, 2011","Free to Play, Massively Multiplayer, RPG",no,Darkpaw Games,Darkpaw Games,MMO,2238,,83,Very Positive
Cepheus Protocol,0,win,-10%,"15 May, 2020","Action, Adventure, Indie, Simulation, Strategy, Early Access",no,Halcyon Winds,Halcyon Winds,"Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Remote Play Together",1572,6.0,,Mostly Positive
Nine Parchments,0,win,-75%,"5 Dec, 2017","Action, RPG",no,Frozenbyte,Frozenbyte,"Single-player, Online PvP, Shared/Split Screen PvP, Online Co-op, Shared/Split Screen Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Remote Play Together",3326,7.0,,Mostly Positive
DEAD OR ALIVE 6,885000,win,,"28 Feb, 2019",Action,no,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.","Single-player, Online PvP, Shared/Split Screen PvP, Steam Achievements, Full controller support, In-App Purchases, Steam Cloud, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together",3559,50.0,73,Very Positive
Hardspace: Shipbreaker,299000,win,,"24 May, 2022",Simulation,no,Blackbird Interactive,Focus Entertainment,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud",14848,4.0,82,Very Positive
Youtubers Life 2,0,"win, mac",-30%,"19 Oct, 2021","Adventure, Casual, Indie, Simulation, Strategy",no,UPLAY Online,🚀 Raiser Games,"Single-player, Steam Achievements, Full controller support, Steam Cloud",1513,,,Mostly Positive
"Flashing Lights - Police, Firefighting, Emergency Services Simulator",119999,"win, mac",,"15 May, 2023","Action, Indie, Massively Multiplayer, RPG, Simulation",no,Nils Jakrins,Excalibur Games,"Single-player, Online Co-op, Partial Controller Support",11279,,,Mostly Positive
嗜血印 Bloody Spell,119999,win,,"26 Jan, 2022","Action, Adventure, Indie, RPG",no,艺龙游戏,艺龙游戏,"Single-player, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Steam Leaderboards",25721,25.0,,Very Positive
Backrooms: Escape Together,65000,win,,"18 Oct, 2022","Action, Adventure, Casual, Indie, Simulation, Early Access",no,Triiodide Studios,Triiodide Studios,"Single-player, Online Co-op, Steam Achievements",1125,10.0,,Very Positive
Transformice,0,"win, mac, linux",,"30 Jan, 2015","Free to Play, Indie, Massively Multiplayer",no,Atelier 801,Atelier 801,"MMO, Steam Achievements, Steam Trading Cards, Includes level editor",24413,,,Very Positive
Star Valor,0,win,-55%,"3 Aug, 2022","Action, Indie, RPG",no,Rafael Burgos,Rafael Burgos,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud",1951,2.0,,Very Positive
Animal Revolt Battle Simulator,120000,win,,"15 Apr, 2022",,no,VDimension,VDimension,"Single-player, Steam Achievements, Steam Workshop, Includes level editor",4110,2.0,,Overwhelmingly Positive
Bio Prototype,37999,"win, mac, linux",,"11 Apr, 2023","Action, Indie",no,Emprom Game,BD Games,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards",1748,2.0,,Very Positive
Railroads Online,513734,win,,"1 Oct, 2021","Indie, Simulation, Early Access",no,Stefan Kelnberger,astragon Entertainment,"Single-player, Online Co-op",3604,6.0,,Very Positive
Kingdoms of Amalur: Re-Reckoning,336789,win,,"8 Sep, 2020","Action, RPG",no,"KAIKO, Big Huge Games, 38 Studios",THQ Nordic,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Tablet",4456,40.0,,Very Positive
Yakuza Kiwami,260000,win,,"19 Feb, 2019","Action, Adventure, RPG",no,Ryu Ga Gotoku Studio,SEGA,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Tablet, Remote Play on TV",11472,,80,Very Positive
Tower! Simulator 3,249999,win,,"13 Dec, 2022","Casual, Simulation, Strategy",no,FeelThere,FeelThere,Single-player,179,20.0,,Mostly Positive
SOULCALIBUR VI,550000,win,,"18 Oct, 2018",Action,no,"BANDAI NAMCO Studios Inc., Dimps Corporation",BANDAI NAMCO Entertainment,"Single-player, Online PvP, Shared/Split Screen PvP, Steam Achievements, Partial Controller Support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play Together",7669,20.0,80,Mostly Positive
Otome * Domain,0,win,-20%,"22 Dec, 2022",Adventure,no,PALETTE-QUALIA,Shiravune,"Single-player, Steam Cloud",196,6.0,,Very Positive
Rubber Bandits,74303,win,,"2 Dec, 2021","Action, Casual, Indie",no,Flashbulb,Flashbulb,"Online PvP, Shared/Split Screen PvP, Online Co-op, Shared/Split Screen Co-op, Steam Achievements, Full controller support, Steam Cloud, Remote Play Together",2766,2.0,,Very Positive
Emergency Call 112 – The Fire Fighting Simulation 2,304340,win,,"18 Mar, 2021","Action, Casual, Simulation",no,Crenetic,Aerosoft GmbH,Single-player,2639,,,Very Positive
Kill It With Fire,0,win,-75%,"13 Aug, 2020","Action, Casual, Indie, Simulation",no,Casey Donnellan Games LLC,tinyBuild,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud",2433,2.0,68,Very Positive
Zombie Army 4: Dead War,209999,win,,"18 Feb, 2021",Action,no,Rebellion,Rebellion,"Single-player, Online Co-op, Steam Achievements, Full controller support, In-App Purchases, Steam Cloud, Steam Leaderboards",4882,,74,Very Positive
Regiments,139999,win,,"16 Aug, 2022","Indie, Simulation, Strategy",no,Bird's Eye Games,Bird's Eye Games,Single-player,1685,15.0,76,Very Positive
Unrailed!,165999,"win, mac, linux",,"23 Sep, 2020","Action, Casual, Indie",no,Indoor Astronaut,bilibili(China),"Single-player, Online PvP, Shared/Split Screen PvP, Online Co-op, Shared/Split Screen Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together",10865,,77,Very Positive
BOKURA,99999,"win, mac",,"13 Feb, 2023","Action, Adventure, Casual, Indie, Early Access",no,ところにょり,ところにょり,"Online Co-op, LAN Co-op, Partial Controller Support",378,,,Mostly Positive
OneShot,90999,"win, mac, linux",,Dec 2016,"Adventure, Casual, Indie",no,Future Cat LLC,Future Cat LLC,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud",33030,,80,Overwhelmingly Positive
Monster Prom 3: Monster Roadtrip,82999,"win, mac, linux",,"21 Oct, 2022","Casual, Indie, Simulation, Strategy",no,Beautiful Glitch,Monster Camp,"Single-player, Online PvP, Shared/Split Screen PvP, Online Co-op, Shared/Split Screen Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play Together",1869,,,Very Positive
Visage,159999,win,,"29 Oct, 2020","Action, Adventure, Indie, Simulation",no,SadSquare Studio,SadSquare Studio,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV",6219,10.0,81,Very Positive
Weird West: Definitive Edition,249999,win,,"31 Mar, 2022","Action, Adventure, Indie, RPG, Simulation",no,WolfEye Studios,Devolver Digital,"Single-player, Steam Achievements, Full controller support",2339,16.0,76,Very Positive
Wild West Dynasty,249000,win,,"16 Feb, 2023","Adventure, RPG, Simulation, Early Access",no,Moon Punch Studio,Toplitz Productions,"Single-player, Partial Controller Support",1043,10.0,,Mixed
SpongeBob SquarePants: The Cosmic Shake,370000,win,,"31 Jan, 2023",Action,no,Purple Lamp,THQ Nordic,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud",1061,10.0,,Very Positive
Just Die Already,0,win,-70%,"20 May, 2021","Adventure, Indie, Simulation",no,DoubleMoose Games,Curve Games,"Single-player, Online PvP, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud",1492,2.5,,Very Positive
VEGAS 19 Edit Steam Edition,0,win,-50%,"9 Sep, 2021",Video Production,no,MAGIX Software GmbH,MAGIX Software GmbH,,62,1.5,,Mostly Positive
Country Bumpkin Yutaka,130999,win,,"19 May, 2023","Indie, RPG",no,Ota Guchi Field,Kagura Games,"Single-player, Steam Cloud",76,4.0,,Very Positive
Democracy 4,221391,win,,"13 Jan, 2022","Indie, Simulation, Strategy",no,Positech Games,Positech Games,"Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Steam Leaderboards",4116,0.8,,Very Positive
Gloria Victis: Medieval MMORPG,159999,win,,"7 Feb, 2023","Action, Adventure, Indie, Massively Multiplayer, RPG, Simulation",no,Black Eye Games,Black Eye Games,"MMO, Online PvP, Online Co-op, Steam Achievements, Steam Trading Cards, In-App Purchases, Stats",7217,15.0,,Mostly Positive
Command & Conquer: Red Alert 3,239000,win,,"8 Jan, 2009",Strategy,no,EA Los Angeles,Electronic Arts,Single-player,11086,,82,Very Positive
INFRA,0,win,-75%,"15 Jan, 2016","Adventure, Indie",no,Loiste Interactive,Loiste Interactive,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Cloud, Includes level editor",2247,18.0,,Very Positive
Grey Hack,0,"win, mac, linux",-15%,"14 Dec, 2017","Indie, Massively Multiplayer, Simulation, Early Access",no,Loading Home,Loading Home,"Single-player, MMO, Online PvP, Online Co-op, Cross-Platform Multiplayer, Steam Trading Cards, Steam Workshop",1037,,,Very Positive
WolfQuest: Anniversary Edition,165999,"win, mac",,"25 Jul, 2019","Action, RPG, Simulation, Early Access",no,eduweb,eduweb,"Single-player, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards",5100,12.0,,Very Positive
ENDLESS™ Space 2,269999,"win, mac",,"18 May, 2017",Strategy,no,AMPLITUDE Studios,SEGA,"Single-player, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Remote Play on Tablet",15219,8.0,,Mostly Positive
Empyrion - Galactic Survival,135999,win,,"5 Aug, 2020","Adventure, Indie, Simulation, Strategy",no,Eleon Game Studios,Eleon Game Studios,"Single-player, Online PvP, Online Co-op, LAN Co-op, Steam Workshop, Partial Controller Support",25584,15.0,,Very Positive
This Is the Police 2,0,"win, mac, linux",-75%,"31 Jul, 2018","Adventure, Indie, Strategy",no,Weappy Studio,THQ Nordic,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV",4313,4.0,66,Very Positive
Spiritfarer®: Farewell Edition,245999,"win, mac, linux",,"18 Aug, 2020","Adventure, Indie, Simulation",no,Thunder Lotus Games,Thunder Lotus Games,"Single-player, Shared/Split Screen Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together",27745,,84,Very Positive
Prison Simulator,0,win,-21%,"4 Nov, 2021","Action, Adventure, Casual, Indie, RPG, Simulation",no,Baked Games S.A.,PlayWay S.A.,"Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Steam Cloud",1538,6.0,,Very Positive
