title,base_price,os_support,discount,release,genres,dlc,developer,publisher,features,total_review,storage,metacritic,sum_rating
theHunter Classic,0,win,,"3 Jun, 2014",Indie,no,Owlcat Games,Expansive Worlds,Steam Achievements,39340,16.0,,Mostly Positive
Expansion - Hearts of Iron IV: Man the Guns,165999,win,,"28 Feb, 2019",Early Access,yes,Raven Software,Paradox Interactive,Partial Controller Support,1429,2.0,,Mixed
Touhou Mystia's Izakaya,88550,mac,,"1 Oct, 2021",Casual,no,Beenox,东方Project,Steam Leaderboards,12014,1.0,,Overwhelmingly Positive
Sker Ritual,0,win,-35%,"6 Oct, 2022",Indie,no,Rejected Games,Wales Interactive,Includes level editor,520,15.0,,Mostly Positive
Sonic Frontiers,530000,linux,,"7 Nov, 2022",Simulation,no,Geometa,SEGA,Online PvP,13961,30.0,,Very Positive
Wall World,47499,win,,"5 Apr, 2023",Casual,no,Eagle Dynamics SA,Alawar Premium,Steam Achievements,3818,,,Very Positive
SMITE® - Ultimate God Pack,209000,mac,,"8 Sep, 2015",Indie,yes,Valve,Hi-Rez Studios,Stats,702,30.0,,Mostly Positive
Titan Quest Anniversary Edition,135999,linux,,"31 Aug, 2016",Simulation,no,Beawesome Games,THQ Nordic,Steam Leaderboards,21172,5.0,,Very Positive
Warhammer The Horus Heresy: Legions,0,win,,"28 Mar, 2019",Strategy,no,Fishing Planet LLC,Everguild Ltd.,Single-player,2312,0.5,,Mixed
Outward Definitive Edition,399999,win,,"17 May, 2022",Action,no,Cyanide Studio,Prime Matter,Single-player,17827,51.0,,Mixed
HD Poker: Texas Hold'em,0,win,,"14 Sep, 2018",Adventure,no,Goldhawk Interactive,Z4,Downloadable Content,3811,,,Mixed
Leaf Blower Revolution - Idle Game,0,win,,"4 Dec, 2020",Indie,no,Paradox Development Studio,Humble North,Steam Achievements,19501,,,Very Positive
Two Point Hospital,359999,win,,"29 Aug, 2018",Action,no,Paradox Arctic,Two Point Studios,Partial Controller Support,22687,6.0,83,Very Positive
Age of Empires II (2013),135999,win,,"9 Apr, 2013",Action,no,NEOWIZ,Xbox Game Studios,Steam Leaderboards,79816,,68,Overwhelmingly Positive
Puyo Puyo™ Tetris® 2,599000,win,,"23 Mar, 2021",Adventure,no,Flow Fire Games,SEGA,Includes level editor,1172,4.0,,Mostly Positive
Iratus: Lord of the Dead,0,mac,-85%,"23 Apr, 2020",Indie,no,Paradox Development Studio,Daedalic Entertainment,Online PvP,5765,3.5,78,Mostly Positive
Watch Dogs®: Legion,619000,win,,"26 Jan, 2023",RPG,no,Paintbucket Games,Ubisoft,Online Co-op,2590,115.0,,Mixed
American Truck Simulator - Wyoming,99900,win,,"7 Sep, 2021",Simulation,yes,Maxis,SCS Software,Cross-Platform Multiplayer,406,0.2,,Very Positive
Operation: Tango,214064,win,,"1 Jun, 2021",Strategy,no,Lucas Pope,Clever Plays,In-App Purchases,4669,3.0,,Very Positive
Richman 11,151485,win,,"19 Oct, 2022",Action,no,Expansive Worlds,SOFTSTAR ENTERTAINMENT,Partial Controller Support,1020,,,Mixed
Volcanoids,108999,win,,"29 Jan, 2019",Indie,no,Avalanche Studios,Volcanoid,Single-player,5487,6.0,,Mostly Positive
Wargame: Red Dragon,359220,mac,,"17 Apr, 2014",Indie,no,Paradox Development Studio,Eugen Systems,Online PvP,13595,,78,Very Positive
Storyteller,119999,linux,,"23 Mar, 2023",RPG,no,二色幽紫蝶,Annapurna Interactive,LAN PvP,1741,1.0,,Mostly Positive
Age of Empires II: Definitive Edition - Dynasties of India,69999,win,,"28 Apr, 2022",Strategy,yes,Re零同人社,Xbox Game Studios,Online Co-op,229,0.15,,Very Positive
House Flipper - Luxury DLC,130999,win,,"14 Oct, 2021",Racing,yes,Wales Interactive,PlayWay S.A.,LAN Co-op,403,10.0,67,Very Positive
Cities: Skylines - Content Creator Pack: Sports Venues,59999,mac,,"22 Mar, 2023",Simulation,yes,Sonic Team,Paradox Interactive,Downloadable Content,32,4.0,,Positive
Fable Anniversary,235999,linux,,"12 Sep, 2014",Sports,no,Alawar Premium,Lionhead Studios,Captions available,10514,10.0,,Very Positive
Skater XL - The Ultimate Skateboarding Game,169999,win,,"28 Jul, 2020",Action,no,Hi-Rez Studios,Easy Day Studios Pty Ltd,Steam Workshop,17201,5.0,56,Very Positive
Wreckfest,253389,win,,"14 Jun, 2018",Action,no,Iron Lore Entertainment,THQ Nordic,Partial Controller Support,25247,32.0,81,Very Positive
Wylde Flowers,119999,win,,"20 Sep, 2022",Indie,no,THQ Nordic,Studio Drydock Pty Ltd,Includes level editor,758,,,Very Positive
Primal Carnage: Extinction,0,mac,-50%,"3 Apr, 2015",Indie,no,Everguild Ltd.,Circle Five Publishing,Single-player,6809,14.0,,Very Positive
Total War: NAPOLEON – Definitive Edition,225999,linux,,"25 Feb, 2010",Simulation,no,Nine Dots Studio,Feral Interactive (Mac),Steam Achievements,13081,,81,Very Positive
Assetto Corsa - Dream Pack 2,52999,win,,"8 Oct, 2015",Simulation,yes,Z4,Kunos Simulazioni,Full controller support,240,2.0,,Very Positive
Clustertruck,0,mac,-75%,"27 Sep, 2016",Strategy,no,Humble North,landfall,Steam Trading Cards,10779,,76,Very Positive
Dune: Spice Wars,299000,linux,,"26 Apr, 2022",Action,no,Two Point Studios,Funcom,Single-player,6355,4.0,,Mostly Positive
The Sims™ 4 Get Together,479000,win,,"18 Jun, 2020",Casual,yes,Skybox Labs,Electronic Arts,Online Co-op,78,18.0,,Mostly Positive
Neon White,182999,win,,"16 Jun, 2022",Indie,no,Hidden Path Entertainment,Annapurna Interactive,Downloadable Content,9644,6.0,89,Overwhelmingly Positive
Dead Frontier 2,0,win,,"15 Jul, 2019",Simulation,no,Ensemble Studios,Creaky Corpse Ltd,Steam Achievements,22221,8.0,,Mixed
Granado Espada,0,win,,"15 Oct, 2017",Simulation,no,Forgotten Empires,"IMCGAMES Co.,Ltd.",Steam Trading Cards,1096,15.0,,Very Positive
The Jackbox Party Pack,0,win,-60%,"26 Nov, 2014",Strategy,no,SEGA,"Jackbox Games, Inc.",Partial Controller Support,1280,,,Very Positive
Empires of the Undergrowth,149999,win,,"1 Dec, 2017",Action,no,Unfrozen,Hooded Horse,Single-player,7995,,,Very Positive
Monster Hunter Stories 2: Wings of Ruin,605999,win,,"8 Jul, 2021",Adventure,no,Ubisoft Toronto,"CAPCOM Co., Ltd.",Online Co-op,9784,28.0,82,Very Positive
Rebel Inc: Escalation - Dollars & Disasters,56499,win,,"13 Feb, 2023",Indie,yes,SCS Software,Ndemic Creations,Shared/Split Screen Co-op,25,2.0,,Positive
Heroes® of Might & Magic® III - HD Edition,149000,mac,,"28 Jan, 2015",Adventure,no,Clever Plays,Dotemu,Steam Achievements,14516,,65,Very Positive
World War 3,0,linux,,"10 Dec, 2022",Action,no,CMGE,Wishlist Games,Full controller support,51536,80.0,,Mostly Negative
20 Minutes Till Dawn,47499,win,,"7 Jun, 2022",Casual,no,Volcanoid,flanne,Steam Trading Cards,19442,,,Very Positive
Gotham Knights,749000,win,,"21 Oct, 2022",Free to Play,no,Eugen Systems,QLOC,Steam Cloud,10138,45.0,,Mixed
VTube Studio - Remove Watermark,95999,mac,,"12 Mar, 2021",Indie,yes,Daniel Benmergui,Video Production,Remote Play Together,47,4.0,,Positive
Destiny 2: Throne of Atheon Emote Bundle,198000,win,,"21 May, 2021",Strategy,yes,Forgotten Empires,Bungie,Single-player,406,105.0,,Very Positive
Trailmakers: Airborne Expansion,130999,linux,,"27 Apr, 2023",Adventure,yes,Tantalus Media,Flashbulb,Steam Achievements,69,10.0,,Very Positive
Arma 3 Creator DLC: S.O.G. Prairie Fire,179999,win,,"6 May, 2021",RPG,yes,Wicked Witch,Bohemia Interactive,Full controller support,1757,,,Very Positive
Farming Simulator 22 - Platinum Expansion,216800,mac,,"14 Nov, 2022",Casual,yes,World's Edge,Giants Software,Steam Trading Cards,229,0.007,,Mixed
Ori and the Will of the Wisps,139999,linux,,"10 Mar, 2020",Indie,no,Empyrean,Xbox Game Studios,Steam Cloud,103394,20.0,88,Overwhelmingly Positive
Embr,0,win,-75%,"23 Sep, 2021",Simulation,no,Frozen Way,Curve Games,Remote Play on Phone,830,8.0,72,Very Positive
The Coin Game,89999,win,,"22 Feb, 2019",Action,no,BadPeanut,devotid,Remote Play on Tablet,4200,8.0,,Very Positive
Warhammer: Vermintide 2 - Forgotten Relics Pack,0,win,-50%,"20 Apr, 2021",Casual,yes,Lionhead Studios,Warhammer,Remote Play on TV,426,85.0,,Mixed
TT Isle Of Man: Ride on the Edge 3,549999,win,,"11 May, 2023",Racing,no,Easy Day Studios Pty Ltd,Nacon,Single-player,104,14.0,,Mixed
OCTOPATH TRAVELER™,570000,win,,"7 Jun, 2019",Sports,no,Bugbear,ACQUIRE Corp.,Steam Achievements,10149,5.0,80,Very Positive
Mordheim: City of the Damned,0,win,-90%,"19 Nov, 2015",Action,no,Studio Drydock Pty Ltd,Warhammer,Steam Cloud,6165,8.0,74,Mostly Positive
Warlander,0,win,,"24 Jan, 2023",Casual,no,Circle Five Studios,Toylogic Inc.,Single-player,6698,,,Mixed
Oxygen,0,mac,-34%,"7 Apr, 2023",Indie,no,Pub Games,Turquoise Revival Games,Steam Achievements,272,0.6,,Mostly Positive
Assetto Corsa - Dream Pack 1,52999,linux,,"11 Mar, 2015",Indie,yes,CREATIVE ASSEMBLY,Kunos Simulazioni ,Full controller support,605,5.0,,Overwhelmingly Positive
Forza Horizon 5 Rally Adventure,149000,win,,"29 Mar, 2023",Simulation,yes,Feral Interactive (Mac),Playground Games,Steam Trading Cards,979,110.0,,Mixed
IXION,284999,mac,,"7 Dec, 2022",Adventure,no,Kunos Simulazioni,Kasedo Games,Steam Cloud,9242,20.0,,Mostly Positive
60 Parsecs!,0,linux,-50%,"18 Sep, 2018",Indie,no,Landfall,Robot Gentleman,Single-player,2260,,68,Very Positive
Sprocket,108999,win,,"26 Aug, 2021",Simulation,no,Shiro Games,Hamish Dunn,Steam Achievements,6697,4.0,,Very Positive
Euro Truck Simulator 2 - Going East!,109999,mac,,"19 Sep, 2013",Simulation,yes,Maxis,SCS Software,Full controller support,2599,0.05,,Mostly Positive
PC Building Simulator,165999,linux,,"29 Jan, 2019",Strategy,no,Angel Matrix,The Irregular Corporation,Steam Trading Cards,38124,,,Very Positive
Thief Simulator,165999,win,,"9 Nov, 2018",Action,no,Creaky Corpse Ltd,PlayWay S.A.,Steam Cloud,21122,5.0,,Very Positive
Pikuniku,114999,win,,"24 Jan, 2019",Adventure,no,"IMCGAMES Co.,Ltd.",Calum Bowen,Single-player,5666,,74,Overwhelmingly Positive
Crusader Kings III: Friends & Foes,49999,mac,,"8 Sep, 2022",Indie,yes,"Jackbox Games, Inc.",Paradox Interactive,Steam Achievements,1474,8.0,,Very Negative
X-Morph: Defense,0,linux,-80%,"30 Aug, 2017",Casual,no,Slug Disco,EXOR Studios,Steam Cloud,2306,4.0,,Very Positive
Men of War: Assault Squad 2,245999,win,,"15 May, 2014",Indie,no,"CAPCOM Co., Ltd.",Men of War,Single-player,29588,,68,Very Positive
Oxygen Not Included - Spaced Out!,83999,win,,"16 Dec, 2021",Simulation,yes,Ndemic Creations,Klei Entertainment,Online PvP,917,,,Mostly Positive
Ghost Watchers,95999,mac,,"28 Jul, 2022",Action,no,Dotemu,Renderise,Downloadable Content,9374,8.0,,Very Positive
The Bus,284999,win,,"25 Mar, 2021",Adventure,no,The Farm 51,TML-Studios,Steam Achievements,4162,25.0,,Mostly Positive
Guilty Gear 25th Anniversary Colors,100000,mac,,"25 May, 2023",Casual,yes,flanne,Arc System Works,Steam Trading Cards,24,30.0,,Positive
Outlast 2,245999,win,,"24 Apr, 2017",Racing,no,Warner Bros. Games Montréal,Red Barrels,In-App Purchases,36086,30.0,75,Very Positive
Graveyard Keeper - Game Of Crone,0,win,-65%,"27 Oct, 2020",Simulation,yes,QLOC, tinyBuild,Partial Controller Support,333,,,Mixed
Pinball FX,0,mac,,"13 Apr, 2023",Sports,no,DenchiSoft,Zen Studios,Single-player,474,,,Mixed
RollerCoaster Tycoon® 3: Complete Edition,108999,linux,,"24 Sep, 2020",RPG,no,Bungie,Frontier Foundry,Online PvP,1300,2.0,,Mostly Positive
Papa's Freezeria Deluxe,56499,win,,"31 Mar, 2023",Action,no,Flashbulb,Flipline Studios,Online Co-op,3152,,,Overwhelmingly Positive
Age of Empires II: Definitive Edition - Dawn of the Dukes,69999,linux,,"10 Aug, 2021",Adventure,yes,Savage Game Design,Xbox Game Studios,Partial Controller Support,428,0.15,,Very Positive
TROUBLESHOOTER: Abandoned Children,160000,win,,"23 Apr, 2020",Simulation,no,Giants Software,Dandylion,Steam Cloud,7298,6.0,,Very Positive
Arma 3 Apex,299990,mac,,"11 Jul, 2016",Early Access,yes,Moon Studios GmbH,Bohemia Interactive,MMO,2298,,74,Very Positive
EZ2ON REBOOT : R,516000,linux,,"14 Apr, 2022",Adventure,no,Muse Games,SQUARE PIXELS,Online PvP,4681,,,Very Positive
Clone Drone in the Danger Zone,108999,win,,"27 Jul, 2021",Indie,no,devotid,Doborog Games,In-App Purchases,20682,,82,Overwhelmingly Positive
X-Plane 11,139999,win,,"30 Mar, 2017",Action,no,Fatshark,Laminar Research,Remote Play on Tablet,14859,65.0,,Overwhelmingly Positive
South Park™: The Stick of Truth™,309000,mac,,"5 Mar, 2014",Adventure,no,Raceward Studio,Obsidian Entertainment,Single-player,44397,6.0,,Overwhelmingly Positive
Trine 3: The Artifacts of Power,0,linux,-75%,"20 Aug, 2015",Simulation,no,Square Enix,Frozenbyte,Downloadable Content,6387,6.0,,Mixed
Pacify,39999,win,,"22 Feb, 2019",Sports,no,ACQUIRE Corp.,Shawn Hitchcock,Steam Achievements,28091,6.0,,Very Positive
Slime Rancher,135999,mac,,"1 Aug, 2017",Simulation,no,Rogue Factor,Monomi Park,Steam Trading Cards,94851,,81,Overwhelmingly Positive
Graveyard Keeper - Stranger Sins,0,linux,-65%,"28 Oct, 2019",Strategy,yes,Toylogic Inc.,tinyBuild,Steam Workshop,307,,,Very Positive
Colony Survival,165999,win,,"16 Jun, 2017",Indie,no,Turquoise Revival Games,Pipliz,Steam Cloud,6213,1.0,,Very Positive
Sid Meier's Civilization® VI: Poland Civilization & Scenario Pack,0,win,,"20 Dec, 2016",Simulation,yes,Kunos Simulazioni,Aspyr (Linux),Single-player,828,12.0,,Mostly Negative
The Baby In Yellow,82499,win,,"25 May, 2023",Strategy,no,Playground Games,Team Terrible,Online PvP,89,,,Very Positive
Last Holiday,245999,mac,,"18 May, 2023",Action,no,Bulwark Studios,Boomer Games s.r.o.,Online Co-op,234,30.0,,Mixed
Rain World: Downpour,130999,linux,,"19 Jan, 2023",Free to Play,yes,Robot Gentleman,Rain World,Steam Trading Cards,874,,,Very Positive
Sid Meier's Civilization V: Gods and Kings,0,win,-10%,"21 Jun, 2012",Massively Multiplayer,yes,Hamish Dunn,Aspyr (Linux),Steam Workshop,288,,,Very Positive
Ghostwire: Tokyo,494900,win,,"24 Mar, 2022",Indie,no,SCS Software,Bethesda Softworks,Includes level editor,8066,26.0,78,Very Positive
MARVEL Puzzle Quest,0,win,,"5 Dec, 2013",Simulation,no,Claudiu Kiss,Broken Circle Studios,Single-player,4180,,,Mixed
Cities: Skylines - Content Creator Pack: Shopping Malls,59999,mac,,"22 Mar, 2023",Indie,yes,The Irregular Corporation,Paradox Interactive,Downloadable Content,40,4.0,,Mostly Positive
Glory of war,0,win,,"16 Mar, 2023",Racing,no,Noble Muffins,Glory of war,Steam Achievements,137,1.0,,Mixed
Coffee Talk Episode 2: Hibiscus & Butterfly,99999,win,,"20 Apr, 2023",Simulation,no,Arnaud De Bock,Coffee Talk,Steam Trading Cards,503,,,Overwhelmingly Positive
Armello,0,mac,-50%,"1 Sep, 2015",Sports,no,Rémi Forcadell,League of Geeks,Steam Workshop,10314,4.0,75,Mostly Positive
Melvor Idle,90999,linux,,"18 Nov, 2021",Adventure,no,Alan Zucconi,Jagex Ltd,Partial Controller Support,8510,,,Very Positive
Forza Horizon 5: Hot Wheels,149000,win,,"19 Jul, 2022",Indie,yes,Calum Bowen,Playground Games,Steam Cloud,1019,110.0,,Mixed
DSX,47499,mac,,"24 Jun, 2022",RPG,no,Paradox Development Studio,Paliverse,Single-player,822,,,Mixed
Armored Warfare,0,win,,"17 Nov, 2017",Action,no,EXOR Studios,Wishlist Games,Downloadable Content,3820,40.0,,Mixed
MudRunner,169000,win,,"30 Oct, 2017",RPG,no,Digitalmindsoft,Saber Interactive,Steam Achievements,23936,1.0,,Very Positive
Fly Corp,82999,win,,"18 May, 2023",Action,no,Klei Entertainment,KishMish Games,Steam Trading Cards,1548,0.3,,Mostly Positive
Aim Lab,0,win,,"7 Feb, 2018",Adventure,no,Renderise,Statespace,Steam Cloud,88069,20.0,,Very Positive
"Warhammer 40,000: Inquisitor - Prophecy",0,mac,-80%,"30 Jul, 2019",Indie,no,TML-Studios,NeocoreGames,Single-player,2237,30.0,,Mixed
The Mortuary Assistant,119999,win,,"2 Aug, 2022",Adventure,no,Arc System Works,DreadXP,Steam Cloud,3725,,,Very Positive
Counter-Strike: Source,90999,win,,"1 Nov, 2004",RPG,no,Red Barrels,Valve,Single-player,103305,,88,Overwhelmingly Positive
Sherlock Holmes: Crimes and Punishments,0,mac,-80%,"29 Sep, 2014",Adventure,no,Lazy Bear Games,Sherlock Holmes,Steam Achievements,5299,,77,Very Positive
Euro Truck Simulator 2 - Vive la France !,149900,win,,"5 Dec, 2016",Indie,yes,Zen Studios,SCS Software,Full controller support,1741,0.12,,Very Positive
Necromunda: Underhive Wars,0,win,-85%,"7 Sep, 2020",Simulation,no,Frontier Developments,Focus Entertainment,Steam Cloud,2367,40.0,,Mixed
Stellaris: Apocalypse,165999,mac,,"22 Feb, 2018",Action,yes,Aspyr (Mac),Paradox Interactive,Single-player,1375,10.0,,Mixed
Cosmoteer: Starship Architect & Commander,149999,win,,"24 Oct, 2022",Free to Play,no,Flipline Studios,Walternate Realities,Online PvP,6335,2.0,,Very Positive
BLACKTAIL,0,win,-40%,"15 Dec, 2022",Action,no,Forgotten Empires,Focus Entertainment,Steam Workshop,783,20.0,80,Very Positive
The Wandering Village,119999,mac,,"14 Sep, 2022",Adventure,no,Tantalus Media,WhisperGames,Steam Cloud,3169,2.0,,Very Positive
Ultimate Admiral: Dreadnoughts,284999,linux,,"25 Jan, 2023",Indie,no,Wicked Witch,Game-Labs,Stats,2975,8.0,,Mixed
Outer Wilds - Echoes of the Eye,119999,win,,"28 Sep, 2021",RPG,yes,World's Edge,Annapurna Interactive,Steam Leaderboards,3600,,,Very Positive
Counter-Strike,69999,win,,"1 Nov, 2000",Indie,no,Dandylion,Valve,Single-player,135596,,88,Overwhelmingly Positive
Caliber: Starter Pack,74000,win,,"12 Apr, 2023",Strategy,yes,Bohemia Interactive,1C Game Studios,Online PvP,56,,,Very Positive
DJMAX RESPECT V - UNLOCK SONG PACK,0,mac,-80%,"2 Jan, 2020",Early Access,yes,"Neonovice Co., Ltd.",NEOWIZ,Steam Achievements,77,,,Mostly Positive
DYNASTY WARRIORS 9 Empires,829000,linux,,"22 Dec, 2021",Action,no,SQUARE PIXELS,"KOEI TECMO GAMES CO., LTD.",Full controller support,1281,50.0,,Mixed
Dying Light 2 Stay Human: Bloody Ties,0,win,-25%,"9 Nov, 2022",Adventure,yes,Doborog Games,Techland,Steam Trading Cards,1164,60.0,,Mixed
Naval Action,0,win,,"13 Jun, 2019",Indie,no,Laminar Research,Game-Labs,Steam Cloud,11110,2.0,,Mixed
The Surge,0,mac,-80%,"15 May, 2017",Indie,no,Obsidian Entertainment,Focus Entertainment,Single-player,6265,15.0,72,Mostly Positive
Midnight Ghost Hunt,0,linux,-66%,"31 Mar, 2022",RPG,no,Frozenbyte,Coffee Stain Publishing,Online PvP,4331,,,Mostly Positive
Hidden Deep,0,win,-50%,"24 Jan, 2022",Simulation,no,Shawn Hitchcock,Daedalic Entertainment,Online Co-op,2440,,,Very Positive
Cities: Skylines - Parklife,130999,win,,"24 May, 2018",Strategy,yes,Monomi Park,Paradox Interactive,Downloadable Content,424,4.0,,Very Positive
Project: Gorgon VIP Membership,82999,mac,,"30 May, 2021",Racing,yes,Lazy Bear Games,"Elder Game, LLC",Steam Achievements,9,20.0,,9 user reviews
The Sims™ 4 Realm of Magic,239000,win,,"18 Jun, 2020",Action,yes,Pipliz,Electronic Arts,Steam Trading Cards,116,0.015,,Mixed
Space Engineers - Automatons,39999,linux,,"13 Apr, 2023",Adventure,yes,Firaxis Games,Strategy,Steam Workshop,58,25.0,,Mostly Positive
Minion Masters,0,win,,"24 May, 2019",RPG,no,Aspyr (Mac),BetaDwarf,Steam Cloud,60823,,,Very Positive
Isonzo,245999,mac,,"13 Sep, 2022",Adventure,no,Aspyr (Linux),BlackMill Games,Single-player,5755,20.0,73,Very Positive
Call of the Wild: The Angler™,139999,linux,,"31 Aug, 2022",Action,no,Team Terrible,Expansive Worlds,Online PvP,3853,25.0,,Mostly Positive
Halfway,0,win,-80%,"22 Jul, 2014",Indie,no,Boomer Games s.r.o.,Robotality,Shared/Split Screen PvP,757,,,Mostly Positive
Hatsune Miku: Project DIVA Mega Mix+,526000,mac,,"26 May, 2022",Early Access,no,Videocult,SEGA,Online Co-op,8863,30.0,,Very Positive
Marco & The Galaxy Dragon,0,win,-60%,"28 Feb, 2020",Simulation,no,Akupara Games,Shiravune,Shared/Split Screen Co-op,4563,9.0,,Very Positive
Cities: Skylines - Snowfall,128999,win,,"18 Feb, 2016",Action,yes,Firaxis Games,Paradox Interactive,Cross-Platform Multiplayer,791,4.0,72,Mixed
TRYP FPV : The Drone Racer Simulator,130999,mac,,"30 Jun, 2022",Simulation,no,Aspyr (Mac),UNDEAD BATTERY,Steam Achievements,918,25.0,,Very Positive
Return,0,win,-10%,"29 May, 2023",Indie,no,Aspyr (Linux),Dead Unicorn,Full controller support,45,4.0,,Positive
MyDockFinder,54499,mac,,"25 Nov, 2021",Simulation,no,Tango Gameworks,MyDockFinder,Steam Trading Cards,2826,0.02,,Very Positive
Digimon World: Next Order,499000,linux,,"21 Feb, 2023",Strategy,no,Broken Circle Studios,Bandai Namco Entertainment,Steam Cloud,450,7.0,,Very Positive
Paint the Town Red,165999,win,,"29 Jul, 2021",Action,no,KingLeno,South East Games,Remote Play on Phone,20511,2.0,,Overwhelmingly Positive
Half-Life 2,90999,win,,"10 Oct, 2007",Adventure,no,Glory of war,Valve,Remote Play on Tablet,127121,,96,Overwhelmingly Positive
Old World,299999,win,,"18 May, 2022",Free to Play,no,Toge Productions,Hooded Horse,Remote Play on TV,2030,14.0,80,Mostly Positive
Blood Bowl 2,0,win,-85%,"5 Sep, 2017",Massively Multiplayer,no,League of Geeks,Warhammer,Remote Play Together,6495,,76,Very Positive
Brawlhalla: Battle Pass Classic 2: Synthwave Reloaded,115000,win,,"17 Sep, 2020",RPG,yes,Games by Malcs,Blue Mammoth Games,Single-player,167,,,Very Positive
RPG Maker MV,604999,win,,"23 Oct, 2015",Simulation,no,Playground Games,Gotcha Gotcha Games,Online Co-op,5640,,,Very Positive
Mega Man Battle Network Legacy Collection Vol. 2,553999,mac,,"13 Apr, 2023",Strategy,no,Paliverse,"CAPCOM Co., Ltd.",Tracked Controller Support,226,,,Very Positive
